row_id,split
5286,train
5676,train
2979,train
374,train
7719,train
642,train
6406,train
4757,train
2859,train
3925,train
3004,train
8351,train
1448,train
850,train
681,train
9788,train
6939,train
9258,train
9967,train
8842,train
996,train
8282,train
5844,train
7965,train
7348,train
326,train
6762,train
6161,train
9043,train
7324,train
5308,train
1581,train
2275,train
7410,train
1837,train
2020,train
7209,train
2937,train
2089,train
1271,train
7576,train
3625,train
3051,train
2478,train
6157,train
6843,train
4429,train
441,train
8167,train
7128,train
864,train
1762,train
1058,train
3157,train
3416,train
9685,train
4123,train
3178,train
9681,train
7928,train
3266,train
2827,train
3450,train
8458,train
4414,train
1976,train
789,train
7618,train
5567,train
7699,train
2233,train
1809,train
2285,train
2310,train
6427,train
4690,train
2363,train
6928,train
752,train
1456,train
6692,train
1555,train
4923,train
1820,train
4156,train
2000,train
3747,train
8395,train
1720,train
1183,train
1486,train
7515,train
6680,train
1492,train
3036,train
8069,train
9579,train
5049,train
7947,train
4818,train
2277,train
1885,train
8880,train
9804,train
9501,train
6443,train
9812,train
19,train
1959,train
6093,train
9092,train
6054,train
2107,train
2259,train
4381,train
6155,train
9746,train
3548,train
5231,train
8782,train
1618,train
9464,train
8002,train
3579,train
926,train
3855,train
5647,train
1553,train
1413,train
9272,train
2930,train
7257,train
3700,train
4127,train
7912,train
9973,train
3905,train
2056,train
1880,train
51,train
6511,train
7436,train
6305,train
4126,train
2479,train
5869,train
2360,train
3195,train
7164,train
1431,train
7267,train
6108,train
3865,train
8942,train
2627,train
824,train
1713,train
2528,train
935,train
7579,train
8238,train
9216,train
2960,train
1356,train
94,train
7955,train
6475,train
8019,train
5603,train
5875,train
5835,train
4518,train
5203,train
5711,train
3851,train
1896,train
5612,train
6523,train
1547,train
2080,train
2309,train
6774,train
4663,train
3526,train
8889,train
6225,train
2723,train
6825,train
1097,train
9189,train
4579,train
4853,train
2707,train
7052,train
6505,train
8757,train
829,train
5222,train
2093,train
9572,train
2262,train
1047,train
1062,train
8143,train
9641,train
8191,train
857,train
1147,train
7573,train
9350,train
7490,train
4130,train
1316,train
7628,train
6231,train
503,train
5458,train
2024,train
6189,train
8177,train
7788,train
3134,train
9863,train
8560,train
6337,train
1503,train
4839,train
7816,train
4387,train
9934,train
9125,train
7703,train
1864,train
6666,train
4607,train
1150,train
2983,train
3595,train
5752,train
1604,train
7203,train
6900,train
8223,train
6244,train
7095,train
2305,train
6327,train
6295,train
3383,train
9429,train
8771,train
8461,train
7675,train
8581,train
2189,train
8444,train
5008,train
3901,train
550,train
1142,train
5589,train
229,train
722,train
1424,train
1105,train
745,train
8390,train
930,train
8412,train
1454,train
7059,train
9384,train
4885,train
79,train
8366,train
6669,train
9796,train
2400,train
1773,train
3158,train
1611,train
9815,train
1000,train
3167,train
7163,train
8705,train
5765,train
4056,train
3630,train
2806,train
7002,train
9819,train
6016,train
6437,train
29,train
9764,train
1178,train
4937,train
2377,train
9676,train
8363,train
9557,train
2026,train
8827,train
3578,train
3080,train
3691,train
2797,train
7483,train
8533,train
2129,train
9438,train
3727,train
9410,train
4149,train
9355,train
3249,train
3015,train
2029,train
1736,train
5847,train
7305,train
4099,train
114,train
7446,train
1867,train
8602,train
1028,train
1952,train
9663,train
3966,train
133,train
3965,train
2710,train
8793,train
9716,train
6770,train
9999,train
6326,train
2251,train
9821,train
5481,train
5683,train
2825,train
2101,train
6717,train
9058,train
8016,train
5440,train
2419,train
2253,train
6276,train
4921,train
7531,train
6989,train
7617,train
8547,train
5959,train
644,train
3288,train
9655,train
835,train
6338,train
8759,train
4106,train
406,train
9514,train
6482,train
718,train
9741,train
7718,train
618,train
4336,train
6333,train
1267,train
4642,train
3012,train
5924,train
6384,train
7310,train
6262,train
6457,train
5064,train
538,train
2188,train
9797,train
8054,train
191,train
688,train
60,train
8784,train
2039,train
1737,train
4049,train
9570,train
811,train
1741,train
685,train
4703,train
4572,train
4505,train
6095,train
2381,train
403,train
5152,train
2206,train
3326,train
4359,train
1236,train
4217,train
8995,train
4484,train
6083,train
2326,train
5718,train
9324,train
1674,train
5371,train
4600,train
3740,train
448,train
4997,train
6422,train
1702,train
937,train
6863,train
3831,train
2839,train
4135,train
5195,train
3331,train
2793,train
5197,train
53,train
3451,train
6483,train
7879,train
6643,train
2961,train
7070,train
5454,train
2697,train
9084,train
8668,train
9160,train
9618,train
8819,train
9484,train
6129,train
2454,train
8110,train
46,train
408,train
6534,train
1210,train
1823,train
2006,train
1881,train
4736,train
4786,train
6293,train
491,train
9362,train
3649,train
5409,train
8014,train
7982,train
7346,train
5786,train
9512,train
1494,train
5299,train
9338,train
1539,train
579,train
4635,train
4866,train
4226,train
6046,train
5694,train
7274,train
5695,train
331,train
6742,train
605,train
487,train
5793,train
9507,train
583,train
4499,train
4308,train
5524,train
9660,train
7104,train
600,train
9072,train
8643,train
9598,train
7521,train
9095,train
9958,train
7018,train
5749,train
6912,train
1187,train
8214,train
1449,train
1360,train
1337,train
2324,train
3362,train
8946,train
5467,train
7547,train
9343,train
6784,train
502,train
8275,train
5459,train
7287,train
5644,train
9931,train
6985,train
5377,train
8432,train
2434,train
4489,train
2857,train
2690,train
7377,train
9837,train
8999,train
2619,train
2587,train
1648,train
9006,train
831,train
1775,train
9400,train
3083,train
3764,train
1767,train
565,train
9558,train
2915,train
9358,train
7226,train
461,train
9994,train
2071,train
2566,train
6626,train
7993,train
9207,train
8639,train
1354,train
8299,train
3449,train
4052,train
4838,train
7108,train
3994,train
3440,train
9270,train
4354,train
6018,train
5652,train
7813,train
3771,train
4978,train
2890,train
3783,train
8407,train
2698,train
8640,train
806,train
1015,train
9781,train
9156,train
7775,train
1336,train
580,train
4245,train
771,train
9148,train
9623,train
2449,train
2254,train
1946,train
668,train
6199,train
4236,train
7771,train
4171,train
352,train
9942,train
3106,train
7700,train
1157,train
5265,train
3933,train
5303,train
7908,train
8863,train
7065,train
3612,train
8959,train
9743,train
654,train
6198,train
1712,train
8780,train
666,train
1096,train
14,train
7487,train
4903,train
2207,train
2489,train
7989,train
2552,train
3842,train
3847,train
7682,train
1077,train
5857,train
8193,train
5491,train
5128,train
4972,train
9865,train
7651,train
4274,train
7679,train
3377,train
7833,train
5420,train
1527,train
4651,train
2369,train
212,train
3124,train
7264,train
7005,train
249,train
8587,train
8894,train
9294,train
1543,train
9740,train
4706,train
6598,train
9662,train
3575,train
1507,train
7243,train
415,train
1669,train
9138,train
4068,train
5577,train
354,train
5972,train
5063,train
1447,train
480,train
6235,train
2993,train
6112,train
8734,train
8870,train
1878,train
2574,train
800,train
3176,train
1172,train
8284,train
1202,train
7384,train
803,train
5680,train
6915,train
6190,train
200,train
6600,train
55,train
8763,train
3313,train
1434,train
1085,train
5516,train
3281,train
5364,train
4823,train
3564,train
1993,train
9904,train
301,train
7834,train
7794,train
9345,train
7028,train
7809,train
372,train
8594,train
7200,train
8433,train
1783,train
3399,train
7179,train
9773,train
9437,train
8768,train
8454,train
1845,train
5687,train
7328,train
2116,train
582,train
6800,train
8259,train
1715,train
794,train
3112,train
8449,train
9937,train
7213,train
3877,train
1875,train
217,train
5177,train
6387,train
7337,train
7254,train
2501,train
8471,train
5192,train
775,train
3206,train
1851,train
254,train
7671,train
6950,train
6451,train
5090,train
4602,train
7084,train
5913,train
9203,train
6182,train
7178,train
96,train
7663,train
5610,train
7990,train
2296,train
5426,train
5812,train
5215,train
3053,train
3664,train
3312,train
4664,train
4289,train
8109,train
7752,train
6245,train
5831,train
1917,train
4225,train
2245,train
1586,train
957,train
3915,train
9581,train
8194,train
3794,train
9398,train
591,train
2294,train
2392,train
1070,train
8681,train
9117,train
3999,train
1788,train
6830,train
3398,train
3213,train
5242,train
2651,train
7555,train
5504,train
9657,train
6445,train
4907,train
8707,train
1487,train
5630,train
8914,train
3107,train
7157,train
7234,train
1152,train
3525,train
3095,train
9733,train
1270,train
711,train
8007,train
2849,train
5909,train
5039,train
7265,train
5716,train
7691,train
7295,train
3967,train
6026,train
3555,train
2387,train
7572,train
1656,train
6567,train
2336,train
3223,train
9209,train
2526,train
9202,train
8041,train
1426,train
1508,train
6982,train
8760,train
8111,train
6635,train
7821,train
7562,train
702,train
6110,train
261,train
8185,train
24,train
8277,train
4206,train
3528,train
2366,train
948,train
6541,train
5814,train
2210,train
6070,train
6313,train
5607,train
4520,train
1757,train
8297,train
5290,train
4581,train
4413,train
4456,train
6901,train
9895,train
4162,train
7920,train
8805,train
1742,train
9825,train
7568,train
5094,train
479,train
1659,train
8146,train
4666,train
4653,train
2510,train
7116,train
9275,train
2683,train
6519,train
8371,train
5790,train
6370,train
7615,train
1909,train
458,train
1731,train
7136,train
795,train
8976,train
2457,train
7753,train
2180,train
6020,train
194,train
4143,train
6224,train
6817,train
4297,train
3224,train
2243,train
1452,train
6143,train
2559,train
573,train
5503,train
1099,train
3963,train
3030,train
2537,train
6502,train
1175,train
1663,train
1800,train
3834,train
9701,train
394,train
39,train
6897,train
7087,train
9907,train
4531,train
275,train
5381,train
341,train
5294,train
3039,train
7655,train
5289,train
1874,train
7034,train
8702,train
848,train
961,train
7376,train
6641,train
4128,train
373,train
6788,train
5774,train
4064,train
8331,train
8516,train
2438,train
5617,train
9766,train
551,train
8079,train
5657,train
1721,train
376,train
7135,train
1707,train
1314,train
5450,train
1095,train
1208,train
6955,train
9562,train
3983,train
9088,train
2204,train
7721,train
1752,train
9924,train
678,train
5937,train
4365,train
3222,train
92,train
4888,train
6271,train
5904,train
1869,train
6148,train
1657,train
2507,train
7574,train
6904,train
2714,train
4002,train
400,train
4370,train
4538,train
2010,train
4856,train
5007,train
4797,train
1397,train
8958,train
2356,train
7498,train
3296,train
8544,train
4447,train
5570,train
936,train
11,train
6758,train
5167,train
7748,train
3104,train
1522,train
1694,train
1766,train
4525,train
4375,train
9843,train
843,train
2271,train
8280,train
5408,train
2483,train
3921,train
8877,train
8762,train
8652,train
6782,train
4198,train
4396,train
312,train
9485,train
2675,train
8315,train
8397,train
5936,train
2788,train
7924,train
9886,train
5824,train
6474,train
8391,train
7904,train
3390,train
7477,train
2477,train
7497,train
1921,train
6910,train
364,train
5999,train
9301,train
3793,train
9112,train
3629,train
9010,train
2726,train
7772,train
1710,train
1708,train
2213,train
3719,train
5393,train
953,train
1190,train
40,train
7078,train
7001,train
4145,train
7402,train
8465,train
5209,train
976,train
3459,train
9806,train
497,train
4640,train
9890,train
509,train
6098,train
4606,train
5957,train
3605,train
1061,train
7662,train
7300,train
1427,train
131,train
9793,train
8487,train
6930,train
7609,train
5464,train
630,train
2202,train
7247,train
938,train
657,train
4793,train
6401,train
6719,train
944,train
6783,train
1364,train
6089,train
4734,train
6403,train
132,train
2096,train
4493,train
1288,train
390,train
7444,train
1122,train
5472,train
6645,train
4708,train
5037,train
1807,train
919,train
1273,train
5800,train
8788,train
6507,train
9691,train
6100,train
8905,train
3022,train
184,train
2049,train
7280,train
8381,train
5448,train
982,train
8475,train
2167,train
6688,train
1514,train
3638,train
2621,train
4014,train
4395,train
2375,train
520,train
3666,train
2984,train
4470,train
1938,train
4089,train
1055,train
1879,train
8478,train
6115,train
86,train
7936,train
6670,train
6419,train
3753,train
7306,train
6648,train
6737,train
4714,train
4267,train
7734,train
7347,train
8383,train
6230,train
8669,train
5352,train
3322,train
3098,train
8413,train
527,train
5067,train
5254,train
5031,train
9284,train
7584,train
7801,train
9289,train
3514,train
2475,train
627,train
391,train
7906,train
9071,train
4094,train
6208,train
5318,train
2796,train
8287,train
2869,train
8172,train
1850,train
1035,train
5556,train
8650,train
6628,train
342,train
3732,train
7769,train
6233,train
7666,train
7503,train
2017,train
1550,train
1760,train
4210,train
1517,train
8924,train
1078,train
785,train
3368,train
4877,train
9246,train
6352,train
9366,train
1827,train
959,train
5810,train
4629,train
7378,train
2157,train
5811,train
6232,train
9654,train
2599,train
5521,train
483,train
248,train
9440,train
5574,train
5920,train
5606,train
9253,train
8552,train
7172,train
5446,train
6031,train
8266,train
2209,train
1293,train
8746,train
4700,train
5541,train
3769,train
3159,train
5337,train
1079,train
6362,train
635,train
8912,train
9368,train
9218,train
9052,train
4348,train
1958,train
4816,train
2844,train
3164,train
9240,train
4101,train
7808,train
1115,train
1822,train
8497,train
6043,train
3311,train
8617,train
7036,train
9718,train
698,train
2669,train
9635,train
9271,train
9131,train
239,train
8550,train
3511,train
7910,train
3804,train
3956,train
2939,train
804,train
574,train
4628,train
3889,train
9753,train
2240,train
6257,train
661,train
6911,train
9988,train
5649,train
6662,train
2120,train
8221,train
8680,train
9127,train
3082,train
4731,train
7433,train
9569,train
2115,train
2755,train
1432,train
2352,train
3800,train
1081,train
9677,train
3755,train
2626,train
9314,train
6757,train
3024,train
1883,train
3530,train
4286,train
5475,train
2402,train
3532,train
358,train
276,train
3813,train
799,train
9502,train
1082,train
2319,train
2803,train
8711,train
1792,train
3736,train
8262,train
8061,train
2743,train
9543,train
8644,train
3412,train
5344,train
2642,train
9861,train
6813,train
7408,train
9030,train
6661,train
3508,train
6752,train
1784,train
983,train
1130,train
8318,train
4874,train
1686,train
7871,train
2452,train
3261,train
6118,train
589,train
8108,train
6740,train
9135,train
251,train
401,train
1333,train
6503,train
6779,train
2302,train
532,train
8024,train
1296,train
4148,train
422,train
2338,train
169,train
3692,train
6925,train
2748,train
2888,train
1718,train
234,train
3866,train
7877,train
4377,train
9194,train
6294,train
8940,train
6135,train
9421,train
5908,train
4692,train
6490,train
87,train
1196,train
2821,train
2456,train
8657,train
5396,train
7355,train
6986,train
3325,train
5322,train
6321,train
384,train
2882,train
5996,train
9382,train
7198,train
9877,train
368,train
2117,train
5707,train
9745,train
5891,train
9768,train
3102,train
9778,train
1185,train
2952,train
1269,train
2242,train
1895,train
2413,train
7750,train
6691,train
8095,train
5509,train
9921,train
2068,train
1317,train
3986,train
9975,train
1544,train
3687,train
3598,train
4278,train
9795,train
6748,train
3268,train
2139,train
8201,train
3854,train
8357,train
2879,train
1149,train
6249,train
832,train
1568,train
3366,train
5859,train
4194,train
4801,train
6515,train
9847,train
5931,train
557,train
9171,train
6033,train
7448,train
8135,train
5216,train
277,train
2444,train
9417,train
5780,train
121,train
5140,train
8720,train
6729,train
3257,train
8992,train
3939,train
6226,train
6038,train
4970,train
9312,train
3301,train
6028,train
7870,train
4458,train
1,train
659,train
847,train
6685,train
3293,train
3430,train
3836,train
8887,train
430,train
7588,train
7371,train
6181,train
7935,train
1700,train
3339,train
2327,train
8664,train
4939,train
198,train
2650,train
7709,train
4880,train
5893,train
2689,train
9335,train
1347,train
2256,train
6718,train
5878,train
443,train
7585,train
1625,train
8017,train
4195,train
1384,train
8558,train
2038,train
7311,train
7903,train
8313,train
5413,train
696,train
3858,train
6786,train
3018,train
3127,train
3971,train
7720,train
6535,train
7958,train
4438,train
3615,train
3674,train
3278,train
93,train
837,train
9646,train
1666,train
6442,train
4977,train
1998,train
4546,train
9816,train
5027,train
7622,train
9391,train
6144,train
7782,train
4719,train
5101,train
9020,train
5230,train
2584,train
6074,train
5093,train
9521,train
2008,train
5704,train
6576,train
9227,train
535,train
4203,train
5594,train
4763,train
2765,train
2820,train
6701,train
5545,train
8607,train
345,train
5635,train
3673,train
3837,train
7735,train
4350,train
855,train
5338,train
2412,train
1796,train
3463,train
6047,train
9040,train
4566,train
1377,train
5291,train
477,train
9916,train
9915,train
1465,train
967,train
2571,train
4441,train
3184,train
608,train
7369,train
6004,train
1438,train
4231,train
2966,train
2247,train
4252,train
5206,train
4467,train
3279,train
1524,train
518,train
9946,train
6828,train
6243,train
2287,train
7508,train
5498,train
5731,train
7963,train
7374,train
5033,train
8606,train
8932,train
5019,train
2237,train
614,train
3391,train
2919,train
2070,train
265,train
9605,train
6663,train
6996,train
2217,train
9474,train
6674,train
1863,train
9789,train
1281,train
7107,train
3386,train
7872,train
2190,train
2751,train
5181,train
9689,train
6954,train
4088,train
2763,train
1304,train
8555,train
6606,train
2720,train
8087,train
7604,train
4560,train
3146,train
7840,train
7181,train
849,train
74,train
1528,train
3201,train
6399,train
3931,train
153,train
1037,train
641,train
2950,train
141,train
5759,train
9432,train
9080,train
1436,train
7688,train
4875,train
7124,train
3507,train
5451,train
1745,train
3846,train
2290,train
2433,train
7812,train
8520,train
2514,train
4834,train
3037,train
9259,train
9842,train
2045,train
3118,train
629,train
6599,train
5404,train
5213,train
8152,train
5860,train
4895,train
9449,train
3075,train
9113,train
8410,train
6745,train
6048,train
1714,train
5719,train
7805,train
2925,train
2472,train
1856,train
7190,train
3210,train
7343,train
7417,train
1608,train
2548,train
2702,train
2351,train
1430,train
4656,train
4282,train
7342,train
7567,train
1911,train
5671,train
6997,train
2787,train
8055,train
9848,train
6246,train
8305,train
1601,train
311,train
1498,train
1365,train
1495,train
2474,train
2118,train
7724,train
9300,train
7613,train
4991,train
3587,train
4445,train
827,train
4284,train
1275,train
8706,train
7845,train
4093,train
8621,train
3472,train
4167,train
6444,train
9669,train
5267,train
6334,train
7064,train
6713,train
3456,train
8204,train
5278,train
8903,train
1135,train
357,train
4890,train
5605,train
7475,train
7150,train
6993,train
8421,train
2159,train
9369,train
6558,train
2625,train
2288,train
3839,train
6417,train
2228,train
9855,train
5346,train
8098,train
1723,train
2031,train
8148,train
8122,train
172,train
8406,train
7447,train
988,train
8437,train
2582,train
8996,train
3583,train
3055,train
5310,train
928,train
4321,train
6678,train
4344,train
2832,train
3458,train
1973,train
3774,train
9549,train
9726,train
446,train
1388,train
2218,train
3594,train
32,train
8264,train
2666,train
8046,train
2875,train
3156,train
1402,train
9923,train
5312,train
7204,train
5839,train
8742,train
9172,train
1781,train
9674,train
4386,train
4743,train
365,train
5526,train
3927,train
2440,train
5905,train
9292,train
6597,train
5679,train
1048,train
4337,train
7844,train
6974,train
9124,train
6585,train
9191,train
6816,train
4264,train
431,train
3065,train
1943,train
8227,train
5270,train
2572,train
1138,train
4848,train
6869,train
569,train
5951,train
6878,train
1013,train
5631,train
2826,train
6154,train
10,train
8542,train
2235,train
5579,train
1638,train
1621,train
2544,train
8802,train
2005,train
322,train
1277,train
9856,train
2808,train
4239,train
2590,train
9461,train
7732,train
6684,train
8726,train
9799,train
7105,train
8969,train
4652,train
9175,train
437,train
7360,train
7966,train
1746,train
8653,train
5085,train
8573,train
7130,train
1646,train
1835,train
5783,train
7232,train
6700,train
2931,train
9866,train
9346,train
7545,train
8629,train
5760,train
5266,train
3924,train
9550,train
2527,train
5496,train
3844,train
5120,train
2614,train
6846,train
4773,train
2393,train
5970,train
3728,train
973,train
420,train
9736,train
9493,train
6314,train
8045,train
3370,train
6682,train
7241,train
5754,train
3553,train
3635,train
6764,train
3538,train
379,train
5527,train
646,train
5272,train
1697,train
905,train
9771,train
4326,train
9120,train
9329,train
6215,train
6168,train
7791,train
6854,train
2166,train
3501,train
1004,train
6860,train
1416,train
1858,train
2667,train
7382,train
1493,train
7746,train
1415,train
6162,train
1678,train
5799,train
2758,train
5210,train
4010,train
8084,train
781,train
1635,train
4934,train
5928,train
3951,train
4762,train
5734,train
9920,train
9028,train
8690,train
2640,train
3253,train
6365,train
529,train
6977,train
5428,train
2585,train
7695,train
1876,train
7979,train
3198,train
3147,train
3835,train
2607,train
8377,train
8575,train
9559,train
9986,train
6963,train
7396,train
9971,train
9256,train
5823,train
8563,train
9955,train
4906,train
6178,train
4979,train
6091,train
220,train
3680,train
1844,train
4461,train
3044,train
3818,train
3711,train
4397,train
7246,train
3913,train
2951,train
8989,train
2971,train
1145,train
764,train
6103,train
8156,train
2670,train
886,train
6183,train
5807,train
6398,train
164,train
3149,train
3597,train
3234,train
990,train
2274,train
4116,train
7024,train
4727,train
8131,train
3974,train
4514,train
8420,train
3880,train
127,train
7587,train
1964,train
8798,train
9708,train
9851,train
9228,train
7952,train
755,train
511,train
8700,train
3812,train
1790,train
225,train
6709,train
4069,train
3782,train
7329,train
0,train
5057,train
8685,train
4474,train
4892,train
4596,train
7991,train
2863,train
9947,train
4307,train
7867,train
4803,train
7789,train
8292,train
4940,train
1626,train
4527,train
9892,train
6560,train
1242,train
3759,train
1022,train
9728,train
1144,train
1184,train
7286,train
1683,train
4402,train
3619,train
2018,train
7634,train
8761,train
5241,train
5943,train
9496,train
4102,train
8427,train
8038,train
4412,train
1693,train
940,train
2436,train
5699,train
3899,train
4932,train
8846,train
1933,train
472,train
2672,train
8326,train
59,train
6335,train
4104,train
328,train
2203,train
2320,train
8904,train
9108,train
2841,train
3005,train
7285,train
6291,train
9102,train
8916,train
1818,train
2191,train
6302,train
4713,train
9038,train
5901,train
2691,train
214,train
4865,train
9069,train
7987,train
1794,train
3968,train
5829,train
3721,train
9217,train
2425,train
8818,train
6876,train
250,train
8561,train
2463,train
9643,train
8902,train
3308,train
3421,train
9268,train
8978,train
1101,train
7421,train
3221,train
8625,train
1817,train
3401,train
8605,train
8436,train
1450,train
4229,train
5732,train
9226,train
4142,train
1811,train
6565,train
1828,train
467,train
1753,train
3306,train
7194,train
6642,train
1795,train
3009,train
1312,train
2734,train
6791,train
5204,train
7047,train
6721,train
457,train
3662,train
8271,train
6411,train
5307,train
5619,train
8317,train
8878,train
819,train
4269,train
7019,train
637,train
1276,train
7401,train
7823,train
7598,train
1071,train
4074,train
4054,train
2390,train
7997,train
4200,train
2608,train
4545,train
5001,train
7975,train
2865,train
8847,train
8101,train
8537,train
4347,train
5708,train
1031,train
9182,train
3445,train
398,train
8102,train
4482,train
5654,train
4096,train
8154,train
7665,train
3586,train
5797,train
7981,train
8482,train
5737,train
4463,train
4857,train
232,train
5473,train
3062,train
8733,train
157,train
9759,train
773,train
1951,train
8765,train
537,train
8439,train
9941,train
4140,train
4744,train
3906,train
8474,train
7792,train
2411,train
8070,train
8536,train
8254,train
8117,train
1439,train
3096,train
2716,train
7174,train
3863,train
1836,train
3211,train
525,train
869,train
5596,train
881,train
9188,train
7829,train
7948,train
1186,train
3282,train
188,train
5672,train
885,train
9714,train
2673,train
6853,train
2968,train
6922,train
2576,train
7294,train
5721,train
6053,train
7165,train
7649,train
2555,train
5555,train
3203,train
4878,train
8714,train
5907,train
5855,train
2706,train
3029,train
6547,train
4398,train
8415,train
8620,train
823,train
4197,train
7473,train
6604,train
1043,train
2062,train
4186,train
8015,train
6311,train
2810,train
5402,train
5562,train
1199,train
4159,train
1536,train
3654,train
4876,train
9133,train
7897,train
6228,train
262,train
5551,train
6341,train
6430,train
2084,train
7689,train
8801,train
5662,train
1857,train
7133,train
3894,train
5250,train
5456,train
8794,train
8557,train
3712,train
4957,train
7121,train
6234,train
6632,train
5697,train
3145,train
9776,train
3792,train
370,train
8361,train
5655,train
4730,train
4904,train
6569,train
5416,train
3810,train
6423,train
5003,train
5820,train
1628,train
5331,train
2970,train
411,train
655,train
28,train
3775,train
1573,train
3996,train
884,train
8937,train
4583,train
7633,train
3162,train
5929,train
6667,train
7516,train
8522,train
2923,train
3061,train
2036,train
5025,train
1838,train
2441,train
5122,train
3954,train
9087,train
5305,train
1268,train
8077,train
9698,train
4015,train
7817,train
9114,train
7452,train
8112,train
7088,train
4552,train
396,train
6660,train
2099,train
8211,train
8403,train
1979,train
1804,train
4582,train
3499,train
4466,train
4919,train
7523,train
5052,train
5062,train
5123,train
3446,train
1391,train
5725,train
1401,train
1780,train
887,train
6355,train
6568,train
9470,train
7171,train
1407,train
3811,train
4534,train
1843,train
5834,train
4942,train
1831,train
1682,train
3031,train
6216,train
8506,train
5706,train
6909,train
6452,train
3683,train
8498,train
62,train
6012,train
6472,train
3259,train
3623,train
5897,train
8336,train
530,train
4031,train
4768,train
8722,train
2172,train
4189,train
1540,train
6493,train
6284,train
3404,train
8358,train
4232,train
6577,train
8920,train
9051,train
5066,train
6177,train
5710,train
9524,train
6607,train
7888,train
3054,train
1563,train
3571,train
8832,train
5110,train
505,train
4897,train
8151,train
5946,train
8723,train
5974,train
6383,train
1873,train
6777,train
3627,train
7495,train
7631,train
2429,train
6461,train
16,train
3351,train
3155,train
921,train
3784,train
8984,train
35,train
7878,train
943,train
6440,train
1068,train
1094,train
1111,train
7488,train
8508,train
2054,train
205,train
5537,train
1481,train
4619,train
9936,train
9630,train
5865,train
5735,train
925,train
7434,train
8004,train
5581,train
7626,train
3177,train
8232,train
3245,train
4437,train
5598,train
2013,train
3402,train
7891,train
7959,train
3349,train
5323,train
1803,train
4717,train
3069,train
1299,train
3476,train
1575,train
1074,train
2583,train
9321,train
8208,train
1327,train
6429,train
1469,train
6865,train
1602,train
8138,train
6369,train
7344,train
549,train
2906,train
6013,train
7044,train
8133,train
8554,train
5015,train
6049,train
7131,train
5183,train
8350,train
8394,train
6131,train
1768,train
695,train
8306,train
1912,train
4007,train
5651,train
9431,train
6668,train
5042,train
65,train
5534,train
4620,train
7118,train
714,train
1915,train
9599,train
8695,train
5559,train
72,train
3372,train
5825,train
8422,train
6841,train
7188,train
2160,train
9034,train
6733,train
1409,train
484,train
2318,train
9803,train
2021,train
7673,train
5779,train
8389,train
8814,train
9871,train
6987,train
8953,train
5244,train
1308,train
6521,train
3828,train
8539,train
9326,train
616,train
3270,train
4691,train
68,train
9620,train
9957,train
9944,train
8136,train
933,train
9536,train
1645,train
8592,train
2920,train
2396,train
1640,train
6191,train
8374,train
6892,train
6250,train
2824,train
9390,train
5137,train
1886,train
5418,train
9009,train
7973,train
732,train
6979,train
5506,train
8504,train
7422,train
4988,train
